"","DataThrough","Season","TeamName","Seed","ConfShort","Coach","Wins","Losses","AdjEM","RankAdjEM","Pythag","RankPythag","AdjOE","RankAdjOE","OE","RankOE","AdjDE","RankAdjDE","DE","RankDE","Tempo","RankTempo","AdjTempo","RankAdjTempo","Luck","RankLuck","SOS","RankSOS","SOSO","RankSOSO","SOSD","RankSOSD","NCSOS","RankNCSOS","Event","APL_Off","RankAPL_Off","APL_Def","RankAPL_Def","ConfAPL_Off","RankConfAPL_Off","ConfAPL_Def","RankConfAPL_Def"
"89","End of season",2022,"Iona",0,"MAAC","Rick Pitino",25,8,8.9452,89,0.73,89,107.981,80,106.355,77,99.0362,105,97.0037,60,70.1697,76,69.1627,71,-0.0062,191,-0.9666,164,101.73,203,102.697,144,3.6568,65,NA,16.37,42,17.85,249,16.34,1,18.08,10
"90","End of season",2022,"UNLV",0,"MWC","Kevin Kruger",18,14,8.7936,90,0.7274,90,107.521,87,103.566,141,98.7276,97,99.4704,113,66.5992,264,66.2342,230,-0.0197,218,4.2186,94,104.092,113,99.8731,70,1.1806,128,NA,17.98,237,17.82,234,18.62,6,17.64,4
"91","End of season",2022,"Northern Iowa",0,"MVC","Ben Jacobson",20,12,8.4519,91,0.7138,95,110.612,43,107.015,60,102.16,162,103.529,224,67.5729,202,67.2902,170,0.0402,91,4.1624,95,104.74,96,100.577,96,4.3705,46,NA,17.43,160,17.94,271,17.68,5,18.08,5
"92","End of season",2022,"Middle Tennessee",0,"CUSA","Nicholas McDevitt",26,11,8.2227,92,0.7157,94,106.611,103,106.281,80,98.3885,88,97.4355,68,67.9363,180,67.0761,186,-0.0136,205,-1.4126,176,102.513,171,103.925,205,-1.2359,192,NA,17.73,202,17.45,140,17.99,11,17.61,6
"93","End of season",2022,"Grand Canyon",0,"WAC","Bryce Drew",23,8,8.1144,93,0.7167,93,104.661,143,104.76,117,96.5463,62,92.3315,9,66.8735,249,65.4695,265,0.0091,154,-3.5513,232,99.7321,303,103.283,169,-7.0015,331,NA,17.84,218,17.64,189,17.83,7,17.3,9
"94","End of season",2022,"Wichita St.",0,"Amer","Isaac Brown",15,13,8.1123,94,0.7179,92,104.012,159,99.6745,223,95.8998,47,96.5669,52,67.841,189,66.9416,193,-0.0375,267,4.6076,90,104.599,100,99.9916,75,1.68,113,NA,18,239,17.28,109,18.59,10,17.06,2
"95","End of season",2022,"Toledo",0,"MAC","Tod Kowalczyk",26,8,8.0359,95,0.705,98,110.157,48,112.842,13,102.121,160,99.4881,114,70.0784,81,68.8492,86,0.0392,94,-3.928,242,101.875,197,105.803,282,2.0496,104,NA,16.63,57,17.61,181,16.63,5,17.33,8
"96","End of season",2022,"Bradley",0,"MVC","Brian Wardle",17,14,7.9858,96,0.7132,96,104.834,141,103.066,154,96.8486,64,95.8266,39,67.671,199,67.2183,176,-0.0904,343,1.2133,120,103.663,128,102.45,131,-2.2684,228,NA,16.84,78,18.55,345,17.19,2,18.62,8
"97","End of season",2022,"Arizona St.",0,"P12","Bobby Hurley",14,17,7.9367,97,0.719,91,101.164,207,94.5235,314,93.2269,27,97.2589,65,68.0421,175,67.3051,168,0.0048,162,9.7133,22,107.395,39,97.6814,17,8.3493,18,NA,17.49,169,17.65,191,17.57,5,17.72,6
"98","End of season",2022,"Tulane",0,"Amer","Ron Hunter",14,15,7.7946,98,0.7015,100,108.829,71,104.314,126,101.034,134,102.037,183,69.2956,101,67.9887,120,-0.067,321,4.6462,89,104.233,110,99.5868,61,-1.9963,220,NA,17.09,109,17.63,185,17.21,5,17.79,8
"99","End of season",2022,"South Carolina",0,"SEC","Frank Martin",18,13,7.5272,99,0.7081,97,101.476,201,96.175,291,93.9493,32,98.064,77,72.1003,26,70.4958,33,0.105,16,8.8541,32,107.656,28,98.8016,41,-0.2421,164,NA,16.08,33,17.1,82,15.83,2,17.65,11
"100","End of season",2022,"Louisiana Tech",0,"CUSA","Eric Konkol",24,10,7.3035,100,0.6951,102,105.622,123,105.596,99,98.319,85,98.3298,86,69.5831,93,68.4691,102,0.0252,123,-0.5129,153,102.875,159,103.388,171,0.48,142,NA,17.07,104,17.37,127,17.06,3,17.67,7
"101","End of season",2022,"Cincinnati",0,"Amer","Wes Miller",18,15,7.2447,101,0.6955,101,104.56,145,101.03,201,97.3152,75,96.7123,54,68.5406,151,67.5815,143,-0.0505,295,2.8131,106,103.345,137,100.532,94,-5.6095,309,NA,17.05,101,17.87,256,16.66,1,17.85,9
"102","End of season",2022,"Saint Peter's",15,"MAAC","Shaheen Holloway",22,12,7.243,102,0.7031,99,100.269,231,98.9653,243,93.0264,25,93.3946,20,66.7851,255,65.8972,247,0.0179,139,0.249,137,103.068,150,102.819,149,3.9704,52,"NCAA",18.54,289,17.39,130,18.67,10,17.74,7
"103","End of season",2022,"DePaul",0,"BE","Tony Stubblefield",15,16,6.7389,103,0.6789,103,106.934,97,102.978,156,100.195,122,102.523,200,70.3993,70,68.7923,91,-0.0253,237,6.631,69,105.927,69,99.2959,55,-7.9056,340,NA,16.86,81,17.15,89,17.56,6,17.11,2
"104","End of season",2022,"UCF",0,"Amer","Johnny Dawkins",18,12,6.2652,104,0.6674,105,106.611,104,102.117,174,100.346,126,99.6575,121,68.0564,174,67.4419,154,0.0536,68,3.6794,100,103.358,135,99.6791,65,-3.6442,264,NA,16.59,55,18.36,331,16.93,3,18.29,11
"105","End of season",2022,"Florida St.",0,"ACC","Leonard Hamilton",17,14,6.1987,105,0.6677,104,105.284,130,102.666,163,99.0854,106,104.293,242,68.6182,142,67.782,129,0.0755,38,7.9644,46,109.112,5,101.148,108,0.0357,155,NA,16.89,85,17.96,275,17.18,3,18.09,9
"106","End of season",2022,"Stanford",0,"P12","Jerod Haase",16,16,6.0874,106,0.665,106,105.186,132,98.8237,247,99.0989,109,102.443,196,66.8121,254,65.8104,252,0.0746,40,8.6681,34,106.837,53,98.1686,23,1.5177,120,NA,18.78,310,17.17,92,19.15,11,17.13,1
"107","End of season",2022,"Princeton",0,"Ivy","Mitch Henderson",23,7,6.0289,107,0.6535,108,112.347,29,113.248,12,106.318,250,103.306,216,68.7189,136,66.8858,195,0.0396,93,-4.0426,244,100.927,236,104.97,250,-4.9546,297,NA,17.45,162,17.33,121,17.41,4,17.24,5
"108","End of season",2022,"Mississippi",0,"SEC","Kermit Davis Jr",13,19,6.0233,108,0.6625,107,105.745,119,100.491,207,99.722,117,101.711,173,67.0271,240,65.2057,278,-0.0701,322,7.4308,58,106.183,66,98.7521,39,-1.799,211,NA,17.94,230,17.57,174,18.64,14,17.7,12
"109","End of season",2022,"Minnesota",0,"B10","Ben Johnson",13,17,5.1815,109,0.6389,110,107.071,93,101.788,181,101.89,153,105.366,262,65.3617,314,65.1064,285,0.0058,159,8.8728,31,107.781,25,98.9082,44,-3.6878,266,NA,18.64,293,17.83,241,18.83,12,17.78,7
"110","End of season",2022,"Washington",0,"P12","Mike Hopkins",17,15,5.1667,110,0.6424,109,104.054,158,99.3947,232,98.8872,103,101.69,172,70.4993,63,69.5185,59,0.078,34,5.8154,76,105.899,71,100.084,77,-2.2959,229,NA,16.53,51,17.68,199,16.96,2,17.97,9
"111","End of season",2022,"Wofford",0,"SC","Jay McAuley",19,13,5.0283,111,0.6356,111,106.493,109,107.974,50,101.465,146,102.586,203,64.81,332,64.2026,325,-0.031,248,-0.2878,148,104.371,108,104.658,239,-0.2967,166,NA,19.13,329,18.1,295,19.55,9,17.83,6
"112","End of season",2022,"Western Kentucky",0,"CUSA","Rick Stansbury",19,13,4.899,112,0.6321,112,106.592,105,105.569,100,101.693,150,100.865,155,70.2371,73,68.6279,96,-0.033,252,-1.2392,173,102.26,180,103.5,176,-1.2949,198,NA,16.82,72,17.15,90,17.31,4,17.44,4
"113","End of season",2022,"George Mason",0,"A10","Kim English",14,16,4.8394,113,0.6313,113,105.893,115,103.979,132,101.053,135,100.685,147,66.5241,266,64.8237,298,-0.1075,348,1.81,114,103.869,119,102.059,121,-1.2574,194,NA,17.73,204,18.29,324,18.07,10,18.75,14
"114","End of season",2022,"Boston College",0,"ACC","Earl Grant",13,20,4.555,114,0.6254,115,104.53,146,100.854,203,99.9746,120,102.202,188,65.4551,310,64.9122,294,-0.0797,334,5.6058,78,105.736,75,100.13,80,-6.993,330,NA,18.49,284,17.85,250,18.35,11,17.59,3
"115","End of season",2022,"Nevada",0,"MWC","Steve Alford",13,18,4.548,115,0.6228,116,106.556,107,101.453,189,102.008,156,104.807,252,70.7121,56,70.1827,41,-0.035,258,6.8996,64,106.235,64,99.3352,56,4.1119,50,NA,15.88,27,18.02,282,16.2,1,18.77,6
"116","End of season",2022,"Temple",0,"Amer","Aaron McKie",17,12,4.479,116,0.6261,114,102.148,194,98.6185,253,97.6686,78,98.428,90,67.1246,235,66.3409,223,0.0831,31,3.7102,99,103.938,118,100.228,85,-1.6933,208,NA,17.68,195,18.04,284,18.22,9,17.62,6
"117","End of season",2022,"Colgate",14,"Pat","Matt Langel",23,12,4.4105,117,0.6174,119,108.172,78,110.662,25,103.762,201,99.619,118,67.4816,207,67.1582,177,-0.0757,329,-7.3952,327,99.3114,317,106.707,316,2.1001,101,"NCAA",17.72,201,17.55,166,17.51,3,17.93,3
"118","End of season",2022,"Morehead St.",0,"OVC","Preston Spradlin",23,11,4.3495,118,0.621,118,103.448,165,103.636,140,99.0985,108,96.894,57,65.9438,286,64.7721,301,0.0243,126,-3.0811,217,100.712,248,103.793,195,3.6793,63,NA,18.31,270,17.95,273,17.87,7,18.17,8
"119","End of season",2022,"Utah Valley",0,"WAC","Mark Madsen",20,12,4.3333,119,0.6215,117,102.656,184,101.292,193,98.3228,87,95.748,37,67.4635,210,65.8347,250,-0.0107,202,-1.1266,169,101.488,215,102.614,139,2.1805,99,NA,18.09,252,17.16,91,17.83,8,17.06,5
"120","End of season",2022,"Hofstra",0,"CAA","Speedy Claxton",21,11,3.9652,120,0.6051,123,108.828,72,108.763,34,104.863,218,105.316,259,70.1481,78,69.0194,77,0.0597,59,0.2052,139,103.943,117,103.738,190,5.3755,36,NA,16.87,83,17.36,125,16.59,3,17.74,6
"121","End of season",2022,"Butler",0,"BE","LaVall Jordan",14,19,3.8881,121,0.6093,120,102.561,187,95.9444,296,98.6734,95,103.394,221,64.9435,330,63.8681,334,0.0078,156,10.4938,16,108.158,15,97.6645,16,2.0018,106,NA,19.43,343,17.49,148,19.33,10,17.34,5
"122","End of season",2022,"Utah",0,"P12","Craig Smith",11,20,3.8588,122,0.6037,125,107.326,88,103.081,153,103.467,189,104.43,248,67.2067,231,66.1523,235,-0.1215,356,6.0858,72,105.353,83,99.2668,52,-1.2605,195,NA,17.51,170,17.99,279,17.75,7,17.62,4
"123","End of season",2022,"Stephen F. Austin",0,"WAC","Kyle Keller",22,10,3.8364,123,0.6082,121,102.283,191,102.246,171,98.4471,90,96.8678,56,70.7206,54,69.1497,72,0.0301,115,-1.8839,187,101.943,194,103.827,198,3.0883,80,NA,17.04,100,16.75,31,17.01,6,17.02,4
"124","End of season",2022,"Liberty",0,"ASun","Ritchie McKay",22,11,3.8276,124,0.6052,122,104.932,138,107.58,52,101.104,139,98.3615,89,65.9817,284,65.2756,273,-0.0342,254,-5.0825,269,100.695,250,105.778,281,-0.6416,176,NA,18.7,298,17.62,183,18.36,7,17.28,5
"125","End of season",2022,"Southern Illinois",0,"MVC","Bryan Mullins",16,15,3.7029,125,0.6043,124,102.479,189,101.281,194,98.7765,100,98.0289,76,62.8183,354,62.1358,351,-0.071,323,0.2063,138,102.94,157,102.733,145,-5.7611,311,NA,19.43,342,18.49,342,19.8,9,18.42,6
"126","End of season",2022,"Akron",13,"MAC","John Groce",24,10,3.6225,126,0.599,127,105.642,121,107.368,55,102.02,158,99.9099,124,63.6546,343,62.0843,352,0.0134,147,-5.125,270,100.652,255,105.777,280,-4.4815,283,"NCAA",19.2,333,18.35,329,19.51,12,18.3,12
"127","End of season",2022,"Louisville",0,"ACC","Chris Mack",13,19,3.5919,127,0.6007,126,102.99,173,98.8147,248,99.3984,114,103.317,217,67.5201,206,67.0408,188,0.0011,171,7.5161,55,107.609,29,100.093,78,1.5246,119,NA,16.72,66,18.55,344,17.35,5,18.91,13
"128","End of season",2022,"N.C. State",0,"ACC","Kevin Keatts",11,21,3.5452,128,0.5934,131,109.569,59,105.836,93,106.024,246,109.298,319,67.8719,188,66.9481,192,-0.076,330,6.7214,67,107.037,49,100.316,88,-3.1775,253,NA,17.25,133,17.86,254,17.44,7,18.03,8
"129","End of season",2022,"Florida Atlantic",0,"CUSA","Dusty May",19,15,3.493,129,0.5957,128,105.4,129,106.829,65,101.907,154,100.145,136,68.6116,143,67.4571,152,-0.1077,349,-3.0606,216,101.592,207,104.653,237,-6.7891,325,NA,17.59,181,17.17,93,17.8,9,16.99,1
"130","End of season",2022,"Buffalo",0,"MAC","Jim Whitesell",19,11,3.3921,130,0.5916,132,106.932,98,108.744,36,103.54,192,101.935,178,72.1245,25,71.0379,20,-0.0329,251,-3.4453,230,101.78,201,105.226,257,5.357,37,NA,15.82,23,17.55,162,15.88,2,17.33,9
"131","End of season",2022,"Abilene Christian",0,"WAC","Brette Tanner",25,11,3.3757,131,0.5937,130,104.055,157,102.485,166,100.679,128,96.9711,59,71.134,47,70.3257,37,0.0402,92,-2.206,197,100.569,263,102.775,148,-2.8182,246,NA,16.57,54,17.21,99,16.59,4,17.23,8
"132","End of season",2022,"Rhode Island",0,"A10","David Cox",15,16,3.2695,132,0.5951,129,99.2699,249,98.6888,252,96.0004,51,96.2866,46,67.9512,179,67.2768,171,-0.0886,342,0.7629,128,103.785,124,103.022,158,-3.0699,251,NA,17.25,132,17.89,261,16.96,2,18.05,8
"133","End of season",2022,"UC Irvine",0,"BW","Russell Turner",15,10,3.1299,133,0.591,133,99.3873,247,98.1804,257,96.2574,56,94.5037,27,65.0413,324,65.1903,279,-0.0048,188,-0.2439,146,102.12,186,102.363,128,6.2495,28,NA,19.01,326,17.84,247,19.06,9,17.95,3
"134","End of season",2022,"Ohio",0,"MAC","Jeff Boals",25,10,3.1229,134,0.5866,134,104.205,151,106.581,70,101.082,137,98.2815,84,68.9607,122,67.5506,145,0.0338,107,-5.8523,289,100.814,242,106.666,314,-4.5552,287,NA,17.14,116,17.58,175,16.6,4,17.94,11
"135","End of season",2022,"UC Santa Barbara",0,"BW","Joe Pasternack",17,11,3.1045,135,0.5853,135,105.135,133,106.038,87,102.031,159,97.2587,64,65.7824,296,65.6058,261,-0.0839,336,-5.6159,284,99.1901,320,104.806,247,-10.8217,356,NA,18.57,291,17.77,224,19.01,8,17.84,2
"136","End of season",2022,"Texas St.",0,"SB","Terrence Johnson",21,8,3.0751,136,0.5841,137,105.725,120,105.058,110,102.65,171,100.535,143,64.6294,335,63.8099,335,0.1142,9,-3.1652,221,100.67,253,103.836,200,-1.6764,206,NA,19.16,330,17.82,237,19.25,11,17.88,5
"137","End of season",2022,"Missouri",0,"SEC","Cuonzo Martin",12,21,3.0085,137,0.5835,138,104.093,153,96.1176,293,101.084,138,104.801,251,67.1358,234,65.6105,260,-0.0199,219,10.3416,18,107.084,47,96.7427,8,2.0726,103,NA,17.95,232,17.55,164,18.63,13,17.04,6
"138","End of season",2022,"Montana St.",14,"BSky","Danny Sprinkle",27,8,2.941,138,0.5815,139,104.315,150,107.722,51,101.374,143,99.7226,123,68.9119,126,67.4514,153,0.0852,29,-6.0233,294,101.589,208,107.612,345,-1.3441,199,"NCAA",17.99,238,17.01,59,18.01,7,17.11,3
"139","End of season",2022,"Seattle",0,"WAC","Chris Victor",23,9,2.9185,139,0.5845,136,99.8547,240,101.921,180,96.9362,65,93.5511,21,71.947,29,70.5032,32,0.0426,85,-5.7692,287,99.9902,288,105.759,278,-9.9596,352,NA,16.18,34,17.02,60,15.76,2,17.15,6
"140","End of season",2022,"Nebraska",0,"B10","Fred Hoiberg",10,22,2.8295,140,0.5773,140,105.777,117,100.356,209,102.948,178,107.346,288,71.9866,28,71.1546,19,-0.0573,306,8.5636,37,107.826,23,99.2622,51,-3.4899,259,NA,15.71,18,17.54,161,16.19,2,17.44,1
"141","End of season",2022,"Delaware",15,"CAA","Martin Ingelsby",22,13,2.6413,141,0.5714,141,106.974,94,106.9,62,104.333,213,103.648,229,67.5531,204,66.6936,204,0.038,101,-1.57,181,102.266,179,103.836,199,-3.7519,268,"NCAA",17.92,228,17.62,182,17.72,6,17.75,7
"142","End of season",2022,"California",0,"P12","Mark Fox",12,20,2.3837,142,0.5686,142,100.535,222,96.3457,288,98.1513,84,100.743,149,64.9564,329,64.0574,330,-0.0475,291,6.0735,73,105.774,73,99.7004,66,-2.6674,239,NA,19.52,345,17.22,103,19.75,12,17.26,2
"143","End of season",2022,"Sam Houston St.",0,"WAC","Jason Hooten",19,14,2.3099,143,0.5664,143,100.629,221,99.1155,238,98.3191,86,96.9233,58,65.9258,287,64.7909,299,-0.0036,184,-1.07,167,101.597,206,102.667,141,3.2966,74,NA,18.17,261,17.84,242,18.55,12,17.76,12
"144","End of season",2022,"Charleston",0,"CAA","Pat Kelsey",17,15,2.2699,144,0.5627,144,104.705,142,104.38,123,102.435,163,101.987,181,74.3115,2,73.5167,2,-0.0348,257,-0.7474,158,103.024,153,103.772,193,1.3759,124,NA,15.57,14,16.65,21,15.69,1,16.96,1
"145","End of season",2022,"Longwood",14,"BSth","Griff Aldrich",26,7,2.2218,145,0.5606,145,105.918,114,108.101,45,103.697,199,99.2291,105,67.153,232,66.1438,236,0.1154,7,-7.3116,326,98.6706,334,105.982,292,-7.1954,334,"NCAA",17.68,194,18.24,317,17.95,7,18.91,12
"146","End of season",2022,"UNC Wilmington",0,"CAA","Takayo Siddle",27,9,2.0443,146,0.5562,147,105.104,135,105.527,101,103.06,183,102.305,190,66.3929,269,65.4913,263,0.1553,3,-2.3557,202,102.299,177,104.655,238,-5.4814,306,NA,17.67,192,18.47,340,17.43,5,18.56,10
"147","End of season",2022,"Yale",14,"Ivy","James Jones",19,12,1.9826,147,0.5569,146,100.739,218,101.064,200,98.7569,98,99.0814,99,70.2089,75,68.8235,88,0.0634,53,-1.4755,180,103.304,139,104.78,246,0.6549,137,"NCAA",17.63,187,16.4,9,17.8,6,16.16,1
"148","End of season",2022,"Jacksonville St.",15,"ASun","Ray Harper",21,11,1.9711,148,0.5542,148,105.124,134,106.164,83,103.153,184,100.427,140,66.1555,277,65.1452,283,-0.0048,189,-4.6844,261,100.64,256,105.324,261,-0.2317,161,"NCAA",19.01,325,17.1,83,18.86,10,17.27,4
"149","End of season",2022,"Wagner",0,"NEC","Bashir Mason",21,6,1.6699,149,0.5473,149,101.935,196,105.759,96,100.265,123,94.1571,25,67.9973,177,66.4798,217,0.0809,33,-9.4034,355,97.6565,353,107.06,330,1.4328,122,NA,17.25,131,17.71,207,17.01,4,17.91,8
"150","End of season",2022,"Georgia St.",16,"SB","Rob Lanier",18,11,1.6047,150,0.5457,150,101.459,202,99.4819,230,99.8547,119,98.7445,97,68.0766,173,67.2997,169,0.0622,54,-0.9661,163,101.178,223,102.144,123,2.0461,105,"NCAA",17.08,107,18.27,321,17.46,3,18.39,10
"151","End of season",2022,"Kent St.",0,"MAC","Rob Senderoff",23,11,1.5783,151,0.5449,151,101.585,198,103.337,144,100.006,121,99.237,106,67.3531,219,66.0335,243,0.0559,66,-3.5644,234,102.355,175,105.92,291,0.2995,147,NA,17.86,222,17.81,232,17.78,10,17.28,7
"152","End of season",2022,"North Dakota St.",0,"Sum","Dave Richman",23,10,1.5368,152,0.5431,152,102.935,174,106.021,88,101.398,144,101.582,169,67.9838,178,66.3774,221,0.1013,17,-5.416,278,102.815,162,108.231,353,-1.838,214,NA,18.28,267,17.08,76,18.18,7,17.04,5
"153","End of season",2022,"Drexel",0,"CAA","Zach Spiker",15,14,1.5163,153,0.5419,153,104.456,147,105.084,109,102.94,176,102.521,199,67.7862,192,66.413,220,-0.0631,312,-1.0732,168,103.357,136,104.43,229,0.9728,132,NA,18.14,259,17.34,122,18.26,7,17.48,5
"154","End of season",2022,"Cal St. Fullerton",15,"BW","Dedrique Taylor",21,11,1.4663,154,0.5407,154,104.144,152,103.497,142,102.678,173,100.048,131,66.4492,267,66.0515,242,0.0468,77,-2.9881,214,100.492,267,103.48,174,-3.8434,270,"NCAA",17.96,233,18.07,291,17.53,2,18.22,6
"155","End of season",2022,"Coastal Carolina",0,"SB","Cliff Ellis",19,14,1.2975,155,0.5365,155,102.598,186,102.234,172,101.301,142,98.123,79,67.1481,233,66.9663,191,-0.0777,332,-2.9047,212,100.603,258,103.508,177,1.5248,118,NA,17.2,123,18.33,327,17.21,2,18.68,11
"156","End of season",2022,"Georgia Tech",0,"ACC","Josh Pastner",12,20,1.2042,156,0.5346,156,100.414,225,96.9692,280,99.2098,110,102.649,205,68.5539,149,68.0301,117,-0.0213,227,6.4173,71,107.014,50,100.597,97,-6.3293,320,NA,17.39,152,17.5,151,17.44,6,17.75,7
"157","End of season",2022,"South Alabama",0,"SB","Richie Riley",21,12,1.179,157,0.5331,157,102.816,179,103.121,151,101.637,149,97.472,69,66.9398,246,66.4582,219,-0.0395,272,-4.2102,251,99.8243,298,104.035,209,-1.6907,207,NA,17.46,164,18.27,322,17.65,6,18.94,12
"158","End of season",2022,"Monmouth",0,"MAAC","King Rice",21,13,1.119,158,0.5315,158,102.561,188,101.26,195,101.442,145,99.58,116,67.1183,236,66.1775,234,0.0762,37,-0.5869,155,102.02,188,102.607,135,3.8276,60,NA,17.25,129,18.43,337,17.16,4,18.76,11
"159","End of season",2022,"Winthrop",0,"BSth","Mark Prosser",23,9,0.8894,159,0.5242,159,105.921,113,105.478,103,105.032,222,102.48,197,68.8324,131,68.319,109,0.1153,8,-2.9366,213,100.779,246,103.715,188,6.2196,29,NA,17.01,97,17.66,193,17.16,2,17.92,6
"160","End of season",2022,"Long Beach St.",0,"BW","Dan Monson",20,13,0.7665,160,0.5214,160,103.328,169,101.107,199,102.561,166,102.483,198,70.8218,53,70.9403,23,0.1087,14,-0.0017,141,102.484,173,102.485,132,6.4688,24,NA,15.43,9,18.48,341,15.45,1,18.76,9
"161","End of season",2022,"New Mexico",0,"MWC","Richard Pitino",13,19,0.7289,161,0.5197,161,106.58,106,102.453,167,105.851,243,106.935,280,71.1725,46,70.9491,22,-0.0403,274,4.7159,88,104.813,91,100.097,79,1.6031,115,NA,16.73,69,17,57,17.47,4,17.13,1
"162","End of season",2022,"Southern Utah",0,"BSky","Todd Simon",23,12,0.615,162,0.5166,163,106.723,99,107.43,54,106.108,249,102.81,209,69.7073,89,68.4605,104,0.0513,71,-5.2538,273,100.336,275,105.59,269,1.549,116,NA,17.32,144,16.98,53,16.89,5,17.35,5
"163","End of season",2022,"Saint Joseph's",0,"A10","Billy Lange",11,19,0.6013,163,0.5173,162,100.368,226,97.9012,263,99.7666,118,100.136,135,68.5121,154,67.9719,121,-0.0853,339,1.8495,113,103.318,138,101.468,111,-1.9246,217,NA,17.9,225,17.11,86,18.15,11,17.34,3
"164","End of season",2022,"Jacksonville",0,"ASun","Jordan Mincy",21,10,0.4885,164,0.514,164,100.198,233,102.778,162,99.7097,116,97.8312,73,62.301,356,61.4961,356,0.0465,78,-5.3735,276,101.585,209,106.958,324,-3.2499,256,NA,20.23,353,18.1,296,20.41,12,18.77,11
"165","End of season",2022,"Oral Roberts",0,"Sum","Paul Mills",19,12,0.342,165,0.509,165,109.452,60,112.464,15,109.11,290,107.592,297,71.7082,33,70.3492,36,-0.027,239,-4.7966,262,102.588,168,107.385,338,2.9787,82,NA,15.56,13,17.87,257,15.18,1,17.84,9
"166","End of season",2022,"Appalachian St.",0,"SB","Dustin Kerns",19,15,0.2572,166,0.5073,166,101.049,211,100.247,210,100.792,129,100.211,138,64.9815,328,64.4935,317,0.0153,142,-1.0089,166,102.565,169,103.574,181,7.0086,21,NA,19.35,338,17.38,128,19.32,12,17.6,3
"167","End of season",2022,"Gardner Webb",0,"BSth","Tim Craft",18,13,0.2164,167,0.5064,167,96.5755,293,98.7456,250,96.3591,58,95.3064,33,68.3161,165,67.4414,155,-0.0285,244,-4.137,247,101.508,213,105.645,272,2.7869,88,NA,17.2,125,17.78,227,17.39,4,18.35,10
"168","End of season",2022,"UTEP",0,"CUSA","Joe Golding",20,14,0.1703,168,0.5049,168,100.688,219,100.398,208,100.518,127,99.318,108,67.448,214,66.6216,209,0.0391,95,-1.6895,183,102.137,185,103.826,197,-1.7412,209,NA,17.7,198,17.74,216,17.38,5,18.08,11
"169","End of season",2022,"Hawaii",0,"BW","Eran Ganot",17,11,0.0578,169,0.5016,169,101.579,199,102.318,170,101.522,148,98.3606,88,65.5442,303,65.1815,280,-0.0098,198,-4.4438,255,99.8458,296,104.29,223,-5.4032,302,NA,18.47,283,18.34,328,18.79,6,18.97,10
"170","End of season",2022,"VMI",0,"SC","Dan Earl",16,16,-0.1814,170,0.4953,170,110.346,45,109.969,27,110.528,316,110.572,331,69.1601,111,68.9265,78,-0.0322,250,-0.2835,147,103.663,129,103.946,206,-1.0688,187,NA,16.73,68,17.83,239,16.52,2,18.01,7
"171","End of season",2022,"Tulsa",0,"Amer","Frank Haith",11,20,-0.2694,171,0.4925,172,103.618,163,100.113,214,103.888,206,103.86,232,67.3234,221,66.5137,214,-0.0657,318,2.7935,107,103.457,131,100.663,101,-6.0801,318,NA,17.3,141,18.2,312,17.09,4,17.91,10
"172","End of season",2022,"Wright St.",16,"Horz","Scott Nagy",22,14,-0.2761,172,0.4925,171,106.314,110,108.682,37,106.59,253,103.609,225,69.7225,88,68.8552,85,0.0033,165,-6.7595,316,100.216,280,106.976,326,-0.2342,162,"NCAA",16.7,63,17.63,187,16.91,3,18.34,10
"173","End of season",2022,"Fordham",0,"A10","Kyle Neptune",16,16,-0.4286,173,0.487,173,94.688,321,94.8155,309,95.1167,41,95.5661,35,68.6289,141,67.6482,139,0.0174,140,-0.6088,156,103.704,125,104.313,225,-7.4275,336,NA,18.15,260,16.58,17,18.41,12,16.45,1
"174","End of season",2022,"Weber St.",0,"BSky","Randy Rahe",21,12,-0.4782,174,0.4867,175,103.306,170,106.11,84,103.784,204,100.977,157,70.6292,58,69.4902,60,0.0228,129,-6.0131,292,100.951,232,106.964,325,-0.4183,170,NA,15.81,21,18.15,304,15.72,2,17.99,10
"175","End of season",2022,"Georgetown",0,"BE","Patrick Ewing",6,25,-0.4782,175,0.4869,174,104.876,140,99.496,229,105.354,228,108.658,313,71.0177,49,70.0518,43,-0.1096,351,8.3857,40,106.503,56,98.1169,22,-1.9427,218,NA,16.85,79,16.88,45,17.17,4,16.81,1
"176","End of season",2022,"Norfolk St.",16,"MEAC","Robert Jones",24,7,-0.4909,176,0.4862,176,102.125,195,102.866,158,102.616,167,95.2653,32,70.1549,77,66.803,198,0.1279,5,-10.0217,357,95.4903,358,105.512,267,-4.1776,279,"NCAA",17.31,142,16.98,54,17.5,8,16.78,5
"177","End of season",2022,"UC Riverside",0,"BW","Mike Magpayo",16,12,-0.5812,177,0.4834,177,100.346,228,98.7526,249,100.927,131,97.1728,63,65.2891,316,65.3236,271,0.0041,164,-2.7437,207,99.8632,295,102.607,136,2.8911,86,NA,18.99,324,17.55,163,18.81,7,17.69,1
